device,tau,precision,recall,f1,tp,fp,fn,tn
Washing Machine (24),0.925,0.8421052631578947,0.9674418604651163,0.9004329004329005,208,39,7,6632
Dish Washer (26),0.915,0.3391304347826087,0.35454545454545455,0.3466666666666667,39,76,71,6700
Refrigerator (35),0.8,0.9329192546583851,0.659350307287094,0.7726337448559671,751,54,388,5693
