device,tau,precision,recall,f1,tp,fp,fn,tn
spuelmaschine,0.775,0.39822189720016715,0.4701907515591695,0.43122414994615044,190589,288011,214755,7551125
kuehlschrank,0.34500000000000003,0.3244625500696789,0.7267954221867972,0.4486394439521348,1941312,4041850,729745,1531573
backofen,0.985,0.8576916305200314,0.4021523775216138,0.5475641844424575,53586,8891,79662,8102341
