device,tau,precision,recall,f1,tp,fp,fn,tn
spuelmaschine,0.84,0.2938938105713776,0.39022657298492147,0.33527775893644446,19772,47504,30896,935748
kuehlschrank,0.47000000000000003,0.314395444680041,0.6776784751590372,0.4295224807084484,226266,493420,107618,206616
backofen,0.9550000000000001,0.4233174263616916,0.30889769452449567,0.35716765012148555,5145,7009,11511,1010255
