device,tau,precision,recall,f1,tp,fp,fn,tn
Washing Machine (24),0.965,0.8992624986813208,0.8596798445063811,0.8790257941437029,187534,21008,30610,6392048
Dish Washer (26),0.795,0.3327262337087765,0.789424422673198,0.46814073219125674,90247,180988,24073,6335892
Refrigerator (35),0.715,0.8831074270096028,0.8811616954474097,0.8821334882994207,965436,127790,130204,5407770
