device,tau,precision,recall,f1,tp,fp,fn,tn
Washing Machine (24),0.925,0.8552101498438336,0.9548910352794484,0.9023059175669801,833215,141066,39361,25418998
Dish Washer (26),0.87,0.4101033915983267,0.7196925297410777,0.5224808158359945,329101,473382,128179,25501978
Refrigerator (35),0.845,0.943453158960034,0.817481496958572,0.8759615220300272,3536904,211988,789682,21894066
