device,tau,precision,recall,f1,tp,fp,fn,tn
spuelmaschine,0.78,0.32992771084337347,0.405344596194837,0.36376839830673585,20538,41712,30130,941540
kuehlschrank,0.47500000000000003,0.3125906794893481,0.6807753591067557,0.428450387499729,227300,499849,106584,200187
backofen,0.9500000000000001,0.3990246065174019,0.3242074927953891,0.35774619894663623,5400,8133,11256,1009131
