device,tau,precision,recall,f1,tp,fp,fn,tn
Washing Machine (24),0.885,0.83399209486166,0.9461883408071748,0.8865546218487393,211,42,12,6621
Dish Washer (26),0.875,0.29901960784313725,0.5126050420168067,0.3777089783281733,61,143,58,6624
Refrigerator (35),0.855,0.8994708994708994,0.746268656716418,0.8157389635316699,850,95,289,5652
