device,tau,precision,recall,f1,tp,fp,fn,tn
Washing Machine (24),0.97,0.8864396662702178,0.9122391631216078,0.8991543860996708,397999,50987,38289,12759765
Dish Washer (26),0.91,0.6392008192256574,0.641563156053184,0.6403798090040926,146687,82798,81953,12935602
Refrigerator (35),0.78,0.9165148877260396,0.858056704671577,0.8863229274194733,1870924,170422,309496,10896198
