device,tau,precision,recall,f1,tp,fp,fn,tn
Washing Machine (24),0.985,0.9277566539923955,0.8356164383561644,0.8792792792792792,488,38,96,13275
Dish Washer (26),0.97,0.7166123778501629,0.7586206896551724,0.7370184254606365,220,87,70,13520
Refrigerator (35),0.9400000000000001,0.9760598503740648,0.8493923611111112,0.9083313993966119,1957,48,347,11545
