device,tau,precision,recall,f1,tp,fp,fn,tn
Washing Machine (24),0.965,0.8771929824561403,0.9345794392523364,0.9049773755656108,100,14,7,3322
Dish Washer (26),0.8300000000000001,0.1724137931034483,0.4166666666666667,0.2439024390243903,25,120,35,3263
Refrigerator (35),0.895,0.9240506329113924,0.6483126110124334,0.7620041753653445,365,30,198,2850
