device,tau,precision,recall,f1,tp,fp,fn,tn
Washing Machine (24),0.9450000000000001,0.8102766798418972,0.9192825112107623,0.8613445378151261,205,48,18,6615
Dish Washer (26),0.86,0.20689655172413793,0.6554621848739496,0.31451612903225806,78,299,41,6468
Refrigerator (35),0.76,0.6469770674079222,0.8173836698858647,0.7222653219550038,931,508,208,5239
