device,tau,precision,recall,f1,tp,fp,fn,tn
Washing Machine (24),0.97,0.896774193548387,0.9328859060402684,0.9144736842105262,417,48,30,13276
Dish Washer (26),0.845,0.35144927536231885,0.8151260504201681,0.4911392405063291,194,358,44,13175
Refrigerator (35),0.765,0.8444348947142243,0.8641160949868074,0.8541621386655075,1965,362,309,11135
