device,tau,precision,recall,f1,tp,fp,fn,tn
Washing Machine (24),0.93,0.8243992606284658,0.8014522517236321,0.8127638209643527,21854,4655,5414,797817
Dish Washer (26),0.865,0.37904171236243994,0.7013995801259623,0.4921316868386812,10023,16420,4267,799030
Refrigerator (35),0.745,0.8269404414949456,0.8198206721881778,0.8233651656853823,112645,23574,24757,668764
