device,tau,precision,recall,f1,tp,fp,fn,tn
Washing Machine (24),0.975,0.9401071755129715,0.8941793979496561,0.9165683054872643,3003241,191332,355415,76574492
Dish Washer (26),0.9400000000000001,0.7899928184091083,0.7801676803514107,0.7850495094215325,1329930,353541,374742,78066267
Refrigerator (35),0.655,0.7852390124662626,0.9129140331866799,0.8442769227675463,12091393,3306967,1153439,63572681
