device,tau,precision,recall,f1,tp,fp,fn,tn
Washing Machine (24),0.9400000000000001,0.7864410372359217,0.8163781722165175,0.8011300248317559,22261,6045,5007,796367
Dish Washer (26),0.925,0.3488919041157847,0.26990902729181243,0.3043598342868416,3857,7198,10433,808192
Refrigerator (35),0.705,0.7217197954631996,0.7726392569082491,0.7463119998874966,106139,40925,31233,651383
