device,tau,precision,recall,f1,tp,fp,fn,tn
spuelmaschine,0.86,0.3879300057787735,0.35689562445725115,0.3717662659225285,289331,456502,521357,15160330
kuehlschrank,0.47500000000000003,0.3038842148430895,0.6357278961734848,0.41120728504343595,3389389,7764165,1942120,3331846
backofen,0.9500000000000001,0.5173287440342068,0.5470663724783862,0.5317821455341949,145791,136024,120705,16025000
