device,tau,precision,recall,f1,tp,fp,fn,tn
spuelmaschine,0.895,0.4132831150365468,0.34993487013499647,0.37897999260799675,212766,302053,395250,11433611
kuehlschrank,0.465,0.315199563380275,0.6643261020179375,0.42754427922630733,2658934,5776782,1343519,2564445
backofen,0.965,0.7419008478655263,0.5012708133205251,0.5982974886315118,100190,34855,99682,12108953
