device,tau,precision,recall,f1,tp,fp,fn,tn
Washing Machine (24),0.9550000000000001,0.8931166427025606,0.9244642682509413,0.9085201308871825,604999,72403,49433,19120685
Dish Washer (26),0.73,0.3573946394684532,0.8324994168416142,0.5000963360762841,285514,513362,57446,18991198
Refrigerator (35),0.71,0.8843298636842902,0.8491908675731799,0.8664042265225125,2766083,361803,491233,16228401
