device,tau,precision,recall,f1,tp,fp,fn,tn
spuelmaschine,0.875,0.3600946372239748,0.36046419831057075,0.36027932299680426,18264,32456,32404,950796
kuehlschrank,0.46,0.3111571701336549,0.7418923937654994,0.4384316668495633,247706,548374,86178,151662
backofen,0.905,0.2857142857142857,0.26837175792507206,0.27677161697780256,4470,11175,12186,1006089
