device,tau,precision,recall,f1,tp,fp,fn,tn
Washing Machine (24),0.96,0.856,0.9596412556053812,0.904862579281184,214,36,9,6647
Dish Washer (26),0.8200000000000001,0.2770780856423174,0.9243697478991597,0.4263565891472868,110,287,9,6500
Refrigerator (35),0.785,0.8701923076923077,0.7945566286215979,0.8306562643414411,905,135,234,5632
