device,tau,precision,recall,f1,tp,fp,fn,tn
spuelmaschine,0.86,0.33017129598034534,0.38193731743901477,0.35417276720351387,9676,19630,15658,471996
kuehlschrank,0.48,0.3114397643732082,0.7138347450012579,0.4336721975468584,119169,263470,47773,86548
backofen,0.885,0.31831537708129287,0.3121998078770413,0.3152279340446169,2600,5568,5728,503064
