device,tau,precision,recall,f1,tp,fp,fn,tn
spuelmaschine,0.84,0.3451857067417708,0.38702928870292885,0.3649118889447142,58830,111600,93174,2838036
kuehlschrank,0.45,0.3116469971389055,0.6521506471309397,0.4217499224425324,653228,1442823,348424,657165
backofen,0.9550000000000001,0.4243513513513513,0.3142211015049632,0.3610753380553767,15701,21299,34267,3030373
