device,tau,precision,recall,f1,tp,fp,fn,tn
Washing Machine (24),0.93,0.4970148205380347,0.5857615894039735,0.5377512634418816,7076,7161,5004,813439
Dish Washer (26),0.91,0.3085691296768137,0.2835839290115849,0.2955494187913429,4602,10312,11626,806140
Refrigerator (35),0.5700000000000001,0.5608794566919496,0.9256011256303809,0.6984963848581934,132883,104036,10681,585080
