device,tau,precision,recall,f1,tp,fp,fn,tn
spuelmaschine,0.84,0.3657172396589396,0.4002657824794084,0.38221238034661204,121684,211043,182324,5688229
kuehlschrank,0.435,0.3213401149985777,0.6806001485545878,0.43656121619265637,1363449,2879560,639855,1320416
backofen,0.97,0.49410629351347624,0.2869036183157221,0.36301942214681826,28672,29356,71264,6073988
