device,tau,precision,recall,f1,tp,fp,fn,tn
Washing Machine (24),0.9450000000000001,0.8802696525630438,0.8404173390054276,0.8598819920640132,45833,6234,8703,1598470
Dish Washer (26),0.91,0.44538328212400535,0.7912176347095872,0.5699415263635448,22613,28159,5967,1602501
Refrigerator (35),0.725,0.8459066921633153,0.8712484163620743,0.8583905580553698,239318,43595,35366,1340961
