device,tau,precision,recall,f1,tp,fp,fn,tn
spuelmaschine,0.845,0.34310265346775864,0.42990579195284334,0.38163054707616156,326737,625564,433283,14122496
kuehlschrank,0.45,0.3212249041528481,0.6614345101891675,0.4324371883846853,3312636,6999877,1695624,3499943
backofen,0.97,0.5805218121196577,0.2989673390970221,0.3946769808748583,74694,53973,175146,15204267
