device,tau,precision,recall,f1,tp,fp,fn,tn
spuelmaschine,0.8250000000000001,0.33788655531668593,0.4007217384482623,0.36663137684150077,20432,40038,30556,942894
kuehlschrank,0.405,0.3109677897166557,0.753953385366788,0.440324078969561,251929,558216,82215,141560
backofen,0.935,0.4181257831814949,0.4884475391675898,0.4505592759520464,12346,17181,12930,991463
